commitment_debt_end,deferred,deferred_ratio,delivered,delivered_ratio,downgraded,downgraded_ratio,false_commitment_exposure,generated,policy_config_id,policy_name,regime,rejected,rejected_ratio,resource_reservation_waste,split,true_progress,verifier_queue_end
9.27505,0,0.0,72,1.0,39,0.5416666666666666,31.895000000000003,72,clpd_cfg000,commitment_lattice_primal_dual,feasible,0,0.0,0.8747500000000001,test_id,23.295880000000004,3.25
12.0715,0,0.0,288,1.0,181,0.6284722222222222,130.10316,288,clpd_cfg000,commitment_lattice_primal_dual,feasible,0,0.0,2.3247600000000004,test_ood_template,76.08115999999998,4.0
4.0124,0,0.0,168,1.0,103,0.6130952380952381,68.63781999999998,168,clpd_cfg000,commitment_lattice_primal_dual,feasible,0,0.0,13.41033,train,51.14856999999999,0.5
3.901875,0,0.0,48,1.0,35,0.7291666666666666,20.16428,48,clpd_cfg000,commitment_lattice_primal_dual,feasible,0,0.0,0.8734899999999999,validation,12.692095,1.75
9.07731821,0,0.0,72,1.0,49,0.6805555555555556,29.218182499999994,72,clpd_cfg000,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.0934375,test_id,23.2412598,2.5
11.88479124,0,0.0,288,1.0,222,0.7708333333333334,110.31871469999997,288,clpd_cfg000,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.78095,test_ood_template,73.42665120000001,3.25
11.05954267,0,0.0,168,1.0,129,0.7678571428571429,64.37272685000002,168,clpd_cfg000,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,3.8129250000000003,train,47.557621800000014,0.5
7.81593542,0,0.0,48,1.0,43,0.8958333333333334,18.762533899999998,48,clpd_cfg000,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.0918625,validation,12.017592,1.75
8.22102499,0,0.0,72,1.0,52,0.7222222222222222,25.052657500000002,72,clpd_cfg000,commitment_lattice_primal_dual,network_delay_high,0,0.0,0.962225,test_id,18.768367999999995,2.5
12.2871198,0,0.0,288,1.0,220,0.7638888888888888,98.22843570000002,288,clpd_cfg000,commitment_lattice_primal_dual,network_delay_high,0,0.0,1.567236,test_ood_template,62.55757120000001,3.25
12.95635181,0,0.0,167,0.9940476190476191,128,0.7619047619047619,57.014745950000005,168,clpd_cfg000,commitment_lattice_primal_dual,network_delay_high,1,0.005952380952380952,7.2761700000000005,train,41.1424506,0.5
8.67858737,0,0.0,48,1.0,44,0.9166666666666666,17.4160543,48,clpd_cfg000,commitment_lattice_primal_dual,network_delay_high,0,0.0,0.960839,validation,9.908491999999999,1.0
41.303221,113,0.19618055555555555,461,0.8003472222222222,423,0.734375,132.89878000000004,576,clpd_cfg000,commitment_lattice_primal_dual,verifier_scarce,2,0.003472222222222222,5.8188275,test_ood_network,102.25800475000001,1.0
7.321525,0,0.0,57,0.7916666666666666,35,0.4861111111111111,23.168940000000006,72,clpd_cfg001,commitment_lattice_primal_dual,feasible,15,0.20833333333333334,0.8747500000000001,test_id,20.678585,2.5
9.038875,0,0.0,222,0.7708333333333334,147,0.5104166666666666,101.28953999999997,288,clpd_cfg001,commitment_lattice_primal_dual,feasible,66,0.22916666666666666,2.3247600000000004,test_ood_template,68.856005,3.25
3.279325,0,0.0,130,0.7738095238095238,80,0.47619047619047616,61.09427999999998,168,clpd_cfg001,commitment_lattice_primal_dual,feasible,38,0.2261904761904762,13.41033,train,46.25941499999999,0.5
3.901875,0,0.0,39,0.8125,29,0.6041666666666666,18.887439999999998,48,clpd_cfg001,commitment_lattice_primal_dual,feasible,9,0.1875,0.8734899999999999,validation,11.531424999999999,1.75
9.07731821,0,0.0,56,0.7777777777777778,39,0.5416666666666666,27.063478099999994,72,clpd_cfg001,commitment_lattice_primal_dual,high_fanout_feasible,16,0.2222222222222222,1.0934375,test_id,21.038021999999998,2.5
5.20817335,0,0.0,222,0.7708333333333334,174,0.6041666666666666,104.78374534999999,288,clpd_cfg001,commitment_lattice_primal_dual,high_fanout_feasible,66,0.22916666666666666,1.78095,test_ood_template,68.00133600000001,1.75
7.0073085,0,0.0,130,0.7738095238095238,95,0.5654761904761905,58.265840700000005,168,clpd_cfg001,commitment_lattice_primal_dual,high_fanout_feasible,38,0.2261904761904762,5.481412499999999,train,45.29043720000001,0.5
4.07399288,0,0.0,37,0.7708333333333334,32,0.6666666666666666,18.721240799999993,48,clpd_cfg001,commitment_lattice_primal_dual,high_fanout_feasible,11,0.22916666666666666,1.0918625,validation,11.4606144,1.75
7.40656094,0,0.0,54,0.75,38,0.5277777777777778,22.659946100000003,72,clpd_cfg001,commitment_lattice_primal_dual,network_delay_high,18,0.25,0.962225,test_id,17.461185999999998,2.25
7.94708092,0,0.0,214,0.7430555555555556,165,0.5729166666666666,87.29386585000002,288,clpd_cfg001,commitment_lattice_primal_dual,network_delay_high,74,0.2569444444444444,1.567236,test_ood_template,58.0033734,2.25
6.44582259,0,0.0,122,0.7261904761904762,88,0.5238095238095238,51.168192650000016,168,clpd_cfg001,commitment_lattice_primal_dual,network_delay_high,46,0.27380952380952384,8.392439,train,37.9186556,0.25
2.36965402,0,0.0,37,0.7708333333333334,33,0.6875,16.0522248,48,clpd_cfg001,commitment_lattice_primal_dual,network_delay_high,11,0.22916666666666666,0.960839,validation,9.6453766,1.0
22.84522994,0,0.0,370,0.6423611111111112,321,0.5572916666666666,124.05400000000003,576,clpd_cfg001,commitment_lattice_primal_dual,verifier_scarce,206,0.3576388888888889,6.042215000000001,test_ood_network,98.621704,1.5
7.321525,0,0.0,71,0.9861111111111112,48,0.6666666666666666,23.608600000000003,72,clpd_cfg002,commitment_lattice_primal_dual,feasible,1,0.013888888888888888,0.8747500000000001,test_id,21.675545000000003,2.5
12.0715,0,0.0,274,0.9513888888888888,189,0.65625,100.24091999999999,288,clpd_cfg002,commitment_lattice_primal_dual,feasible,14,0.04861111111111111,2.3247600000000004,test_ood_template,71.61826999999998,4.0
4.453275,0,0.0,159,0.9464285714285714,106,0.6309523809523809,58.012659999999975,168,clpd_cfg002,commitment_lattice_primal_dual,feasible,9,0.05357142857142857,7.94949,train,48.500395,0.5
3.901875,0,0.0,45,0.9375,37,0.7708333333333334,19.15546,48,clpd_cfg002,commitment_lattice_primal_dual,feasible,3,0.0625,0.8734899999999999,validation,11.494974999999998,1.75
9.07731821,0,0.0,71,0.9861111111111112,53,0.7361111111111112,28.979556499999994,72,clpd_cfg002,commitment_lattice_primal_dual,high_fanout_feasible,1,0.013888888888888888,1.0934375,test_id,21.0428658,2.5
11.20651021,0,0.0,273,0.9479166666666666,213,0.7395833333333334,104.86630699999996,288,clpd_cfg002,commitment_lattice_primal_dual,high_fanout_feasible,15,0.052083333333333336,1.78095,test_ood_template,71.40843900000002,3.25
7.13510217,0,0.0,158,0.9404761904761905,124,0.7380952380952381,59.73734315,168,clpd_cfg002,commitment_lattice_primal_dual,high_fanout_feasible,10,0.05952380952380952,5.481412499999999,train,46.5657282,0.5
4.8375934,0,0.0,46,0.9583333333333334,42,0.875,15.719684150000003,48,clpd_cfg002,commitment_lattice_primal_dual,high_fanout_feasible,2,0.041666666666666664,1.0918625,validation,12.241179,1.75
7.76575853,0,0.0,68,0.9444444444444444,50,0.6944444444444444,23.7295387,72,clpd_cfg002,commitment_lattice_primal_dual,network_delay_high,4,0.05555555555555555,0.962225,test_id,17.960180199999993,2.5
9.58730874,0,0.0,264,0.9166666666666666,207,0.71875,89.85478780000004,288,clpd_cfg002,commitment_lattice_primal_dual,network_delay_high,24,0.08333333333333333,1.567236,test_ood_template,61.248806800000004,3.25
9.33979478,0,0.0,152,0.9047619047619048,119,0.7083333333333334,50.96442865000003,168,clpd_cfg002,commitment_lattice_primal_dual,network_delay_high,16,0.09523809523809523,4.823643000000001,train,39.8490226,0.5
5.06203034,0,0.0,44,0.9166666666666666,41,0.8541666666666666,13.4250164,48,clpd_cfg002,commitment_lattice_primal_dual,network_delay_high,4,0.08333333333333333,0.960839,validation,10.023308,1.0
28.19656038,66,0.11458333333333333,422,0.7326388888888888,385,0.6684027777777778,128.47856000000002,576,clpd_cfg002,commitment_lattice_primal_dual,verifier_scarce,88,0.1527777777777778,5.8188275,test_ood_network,103.546618,1.0
4.798075,0,0.0,70,0.9722222222222222,58,0.8055555555555556,20.90628000000001,72,clpd_cfg003,commitment_lattice_primal_dual,feasible,2,0.027777777777777776,0.8747500000000001,test_id,18.459800000000005,1.75
4.200775,0,0.0,279,0.96875,249,0.8645833333333334,77.34199999999996,288,clpd_cfg003,commitment_lattice_primal_dual,feasible,9,0.03125,1.42476,test_ood_template,62.77666000000002,1.75
3.279325,0,0.0,164,0.9761904761904762,141,0.8392857142857143,44.81602,168,clpd_cfg003,commitment_lattice_primal_dual,feasible,4,0.023809523809523808,3.05034,train,40.883304999999986,0.5
2.2341,0,0.0,46,0.9583333333333334,43,0.8958333333333334,14.68588,48,clpd_cfg003,commitment_lattice_primal_dual,feasible,2,0.041666666666666664,0.8734899999999999,validation,11.06683,1.0
5.94871336,0,0.0,70,0.9722222222222222,62,0.8611111111111112,22.383560699999997,72,clpd_cfg003,commitment_lattice_primal_dual,high_fanout_feasible,2,0.027777777777777776,1.0934375,test_id,18.3803634,1.75
5.20817335,0,0.0,280,0.9722222222222222,254,0.8819444444444444,95.00793534999998,288,clpd_cfg003,commitment_lattice_primal_dual,high_fanout_feasible,8,0.027777777777777776,1.78095,test_ood_template,65.51687700000001,1.75
4.06574813,0,0.0,163,0.9702380952380952,145,0.8630952380952381,51.98376575000001,168,clpd_cfg003,commitment_lattice_primal_dual,high_fanout_feasible,5,0.02976190476190476,3.8129250000000003,train,42.75041220000001,0.5
2.76986511,0,0.0,46,0.9583333333333334,45,0.9375,14.6963665,48,clpd_cfg003,commitment_lattice_primal_dual,high_fanout_feasible,2,0.041666666666666664,1.0918625,validation,11.631708000000001,1.0
5.0891982,0,0.0,69,0.9583333333333334,62,0.8611111111111112,18.092685499999998,72,clpd_cfg003,commitment_lattice_primal_dual,network_delay_high,3,0.041666666666666664,0.962225,test_id,15.579422599999997,1.75
4.45565702,0,0.0,271,0.9409722222222222,246,0.8541666666666666,81.22182494999998,288,clpd_cfg003,commitment_lattice_primal_dual,network_delay_high,17,0.059027777777777776,1.567236,test_ood_template,55.10102639999999,1.75
3.47829804,0,0.0,161,0.9583333333333334,143,0.8511904761904762,42.932801150000024,168,clpd_cfg003,commitment_lattice_primal_dual,network_delay_high,7,0.041666666666666664,3.3553739999999994,train,36.61719140000001,0.5
2.36965402,0,0.0,45,0.9375,44,0.9166666666666666,12.490501650000002,48,clpd_cfg003,commitment_lattice_primal_dual,network_delay_high,3,0.0625,0.960839,validation,9.908491999999999,1.0
24.77113425,4,0.006944444444444444,466,0.8090277777777778,445,0.7725694444444444,124.72036000000003,576,clpd_cfg003,commitment_lattice_primal_dual,verifier_scarce,106,0.1840277777777778,5.8188275,test_ood_network,106.5224075,1.0
8.337475,0,0.0,61,0.8472222222222222,33,0.4583333333333333,23.691740000000003,72,clpd_cfg004,commitment_lattice_primal_dual,feasible,11,0.1527777777777778,0.8747500000000001,test_id,21.424110000000002,3.25
12.0715,0,0.0,236,0.8194444444444444,158,0.5486111111111112,88.66117999999997,288,clpd_cfg004,commitment_lattice_primal_dual,feasible,52,0.18055555555555555,1.42476,test_ood_template,69.60296,4.0
5.28855,1,0.005952380952380952,139,0.8273809523809523,84,0.5,53.10311999999999,168,clpd_cfg004,commitment_lattice_primal_dual,feasible,28,0.16666666666666666,7.94949,train,47.48987499999999,0.5
3.901875,0,0.0,39,0.8125,31,0.6458333333333334,17.227619999999998,48,clpd_cfg004,commitment_lattice_primal_dual,feasible,9,0.1875,0.8734899999999999,validation,11.098605,1.75
11.49932293,0,0.0,61,0.8472222222222222,41,0.5694444444444444,24.026274849999997,72,clpd_cfg004,commitment_lattice_primal_dual,high_fanout_feasible,11,0.1527777777777778,1.0934375,test_id,20.405358,3.25
6.64610789,3,0.010416666666666666,228,0.7916666666666666,173,0.6006944444444444,91.06245575,288,clpd_cfg004,commitment_lattice_primal_dual,high_fanout_feasible,57,0.19791666666666666,1.78095,test_ood_template,68.271012,2.5
9.83656062,4,0.023809523809523808,130,0.7738095238095238,93,0.5535714285714286,49.37810240000001,168,clpd_cfg004,commitment_lattice_primal_dual,high_fanout_feasible,34,0.20238095238095238,3.4129250000000004,train,46.1781756,0.5
6.10452924,0,0.0,39,0.8125,34,0.7083333333333334,15.694250349999997,48,clpd_cfg004,commitment_lattice_primal_dual,high_fanout_feasible,9,0.1875,1.0918625,validation,11.806074,1.75
6.16679097,0,0.0,60,0.8333333333333334,40,0.5555555555555556,22.86255235,72,clpd_cfg004,commitment_lattice_primal_dual,network_delay_high,12,0.16666666666666666,0.962225,test_id,17.0244942,2.5
8.90245741,3,0.010416666666666666,218,0.7569444444444444,167,0.5798611111111112,76.10743275,288,clpd_cfg004,commitment_lattice_primal_dual,network_delay_high,67,0.2326388888888889,1.567236,test_ood_template,59.08218380000001,3.25
9.76854613,2,0.011904761904761904,126,0.75,92,0.5476190476190477,42.11963965000001,168,clpd_cfg004,commitment_lattice_primal_dual,network_delay_high,40,0.23809523809523808,3.0033739999999995,train,38.6143182,0.25
6.18862629,0,0.0,39,0.8125,33,0.6875,13.722221350000002,48,clpd_cfg004,commitment_lattice_primal_dual,network_delay_high,9,0.1875,0.960839,validation,9.7627456,1.75
23.68089874,2,0.003472222222222222,376,0.6527777777777778,328,0.5694444444444444,118.55256,576,clpd_cfg004,commitment_lattice_primal_dual,verifier_scarce,198,0.34375,5.4872250000000005,test_ood_network,101.3686575,1.5
4.798075,0,0.0,63,0.875,53,0.7361111111111112,17.945179999999997,72,clpd_cfg005,commitment_lattice_primal_dual,feasible,9,0.125,0.8747500000000001,test_id,18.278520000000004,1.75
4.200775,0,0.0,237,0.8229166666666666,205,0.7118055555555556,76.13279999999996,288,clpd_cfg005,commitment_lattice_primal_dual,feasible,51,0.17708333333333334,1.42476,test_ood_template,61.056775000000016,1.75
3.279325,0,0.0,142,0.8452380952380952,120,0.7142857142857143,41.38960000000001,168,clpd_cfg005,commitment_lattice_primal_dual,feasible,26,0.15476190476190477,2.73034,train,40.27342499999998,0.5
2.2341,0,0.0,42,0.875,41,0.8541666666666666,11.80278,48,clpd_cfg005,commitment_lattice_primal_dual,feasible,6,0.125,0.8734899999999999,validation,10.598169999999998,1.0
5.94871336,0,0.0,63,0.875,56,0.7777777777777778,20.745118249999997,72,clpd_cfg005,commitment_lattice_primal_dual,high_fanout_feasible,9,0.125,1.0934375,test_id,18.184581,1.75
5.20817335,0,0.0,240,0.8333333333333334,217,0.7534722222222222,86.06088425000002,288,clpd_cfg005,commitment_lattice_primal_dual,high_fanout_feasible,48,0.16666666666666666,1.78095,test_ood_template,63.087179400000004,1.75
4.06574813,0,0.0,143,0.8511904761904762,126,0.75,47.2310085,168,clpd_cfg005,commitment_lattice_primal_dual,high_fanout_feasible,25,0.1488095238095238,3.4129250000000004,train,41.7409362,0.5
2.76986511,0,0.0,42,0.875,41,0.8541666666666666,14.48791245,48,clpd_cfg005,commitment_lattice_primal_dual,high_fanout_feasible,6,0.125,1.0918625,validation,11.446023600000004,1.0
5.0891982,0,0.0,61,0.8472222222222222,54,0.75,17.73262525,72,clpd_cfg005,commitment_lattice_primal_dual,network_delay_high,11,0.1527777777777778,0.962225,test_id,15.377477999999996,1.75
4.45565702,0,0.0,225,0.78125,202,0.7013888888888888,72.73924329999998,288,clpd_cfg005,commitment_lattice_primal_dual,network_delay_high,63,0.21875,1.567236,test_ood_template,52.96368239999998,1.75
3.47829804,0,0.0,134,0.7976190476190477,117,0.6964285714285714,37.93437340000002,168,clpd_cfg005,commitment_lattice_primal_dual,network_delay_high,34,0.20238095238095238,3.0033739999999995,train,35.293293000000006,0.5
2.36965402,0,0.0,39,0.8125,38,0.7916666666666666,11.476544200000001,48,clpd_cfg005,commitment_lattice_primal_dual,network_delay_high,9,0.1875,0.727716,validation,9.6351002,1.0
17.24681238,0,0.0,408,0.7083333333333334,377,0.6545138888888888,117.25095999999998,576,clpd_cfg005,commitment_lattice_primal_dual,verifier_scarce,168,0.2916666666666667,6.1771215,test_ood_network,106.04522249999997,1.0
8.2591,0,0.0,72,1.0,49,0.6805555555555556,27.307640000000006,72,clpd_cfg006,commitment_lattice_primal_dual,feasible,0,0.0,0.8747500000000001,test_id,22.18384,2.5
10.9117,0,0.0,288,1.0,216,0.75,102.14787999999997,288,clpd_cfg006,commitment_lattice_primal_dual,feasible,0,0.0,2.3247600000000004,test_ood_template,73.24552999999999,3.25
5.346175,0,0.0,168,1.0,119,0.7083333333333334,68.9763,168,clpd_cfg006,commitment_lattice_primal_dual,feasible,0,0.0,9.957390000000002,train,48.14747499999998,0.5
3.901875,0,0.0,48,1.0,40,0.8333333333333334,19.2606,48,clpd_cfg006,commitment_lattice_primal_dual,feasible,0,0.0,0.8734899999999999,validation,11.594949999999999,1.75
9.07731821,0,0.0,72,1.0,57,0.7916666666666666,27.01457449999999,72,clpd_cfg006,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.0934375,test_id,20.948554800000004,2.5
10.4468567,0,0.0,288,1.0,240,0.8333333333333334,106.81209089999996,288,clpd_cfg006,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.78095,test_ood_template,72.41227200000003,2.5
9.22155163,0,0.0,167,0.9940476190476191,133,0.7916666666666666,62.49131305000002,168,clpd_cfg006,commitment_lattice_primal_dual,high_fanout_feasible,1,0.005952380952380952,5.481412499999999,train,47.377953000000005,0.5
3.91021609,0,0.0,48,1.0,44,0.9166666666666666,19.1792947,48,clpd_cfg006,commitment_lattice_primal_dual,high_fanout_feasible,0,0.0,1.0918625,validation,11.952176400000003,1.0
